location,celltype
7:80357000_80357566,mid_hindbrain
7:83852017_83852706,endothelium
8:103062444_103063018,spinalCord
8:10644388_10645109,cardiomyocyte
8:114855764_114856318,erythroid
8:114936508_114937440,neural_crest
8:115688049_115688678,neural_crest
8:120282567_120283104,neural_crest
8:126841143_126841697,gut
8:13623209_13623914,neural_crest
8:40320991_40321548,cardiomyocyte
8:57399415_57400021,erythroid
9:106384294_106384804,neural_crest
9:122593111_122593660,somitic_mesoderm
9:13310260_13310815,neural_crest
9:40321197_40321808,endothelium
9:50235839_50236435,endothelium
9:56346313_56346936,endothelium
9:56877203_56877756,neural_crest
9:56881039_56881981,endothelium
9:61549780_61550395,neural_crest
9:61573452_61574132,neural_crest
9:68200988_68201554,endothelium
9:7907585_7908098,mid_hindbrain
9:83361043_83361545,neural_crest
9:85485743_85486283,neural_crest
9:92162140_92162693,neural_crest
X:43372412_43373136,spinalCord
X:7288887_7289404,mid_hindbrain
1:109830502_109831175,cardiomyocyte
1:125518846_125519919,endothelium
1:12636723_12637253,mid_hindbrain
1:135260883_135261386,neural_crest
1:137096587_137097384,spinalCord
1:14225334_14225922,spinalCord
1:152681000_152681501,erythroid
1:152915736_152916317,spinalCord
1:16177622_16178125,endothelium
1:168409860_168410557,spinalCord
1:172024065_172024670,mid_hindbrain
1:173844659_173845225,cardiomyocyte
1:183696904_183697453,cardiomyocyte
1:187888194_187888707,spinalCord
1:190061771_190062481,cardiomyocyte
1:190952891_190953516,cardiomyocyte
1:22466538_22467091,somitic_mesoderm
1:51508992_51509551,gut
1:63226963_63227476,cardiomyocyte
1:64305261_64305806,endothelium
1:64853652_64854168,spinalCord
1:69591422_69591927,gut
1:78110236_78110833,spinalCord
1:78388727_78389288,somitic_mesoderm
1:81593351_81594125,neural_crest
10:104684635_104685182,cardiomyocyte
10:15263162_15263749,mid_hindbrain
10:39580427_39580933,cardiomyocyte
10:61370573_61371121,endothelium
10:64636466_64637453,spinalCord
10:67646032_67646626,cardiomyocyte
10:69011290_69011863,gut
10:87812194_87812797,somitic_mesoderm
10:96751469_96751994,endothelium
11:101729343_101729853,mesenchyme
11:101896710_101897419,spinalCord
11:107748065_107748842,endothelium
11:110448075_110448707,neural_crest
11:113016614_113017120,neural_crest
11:115194418_115194987,erythroid
11:35933293_35933956,neural_crest
11:51484904_51485769,somitic_mesoderm
11:61602611_61603131,erythroid
11:79326929_79327542,endothelium
11:83467220_83467760,endothelium
11:85678434_85679157,endothelium
11:85917775_85918344,spinalCord
11:87966248_87966820,endothelium
11:90742195_90742704,neural_crest
11:98298717_98299279,neural_crest
12:104855382_104855966,somitic_mesoderm
12:12694035_12694584,spinalCord
12:16789644_16790267,neural_crest
12:31836181_31836775,forebrain
12:32127741_32128362,spinalCord
12:69879099_69879736,gut
12:72053768_72054392,forebrain
12:81091919_81092420,cardiomyocyte
12:85754647_85755232,endothelium
12:93885843_93886350,somitic_mesoderm
12:99923080_99923743,somitic_mesoderm
13:101421903_101422406,erythroid
13:101611666_101612171,erythroid
13:102433246_102433824,spinalCord
13:110538064_110538641,endothelium
13:24933144_24933717,erythroid
13:31477085_31477617,somitic_mesoderm
13:34332705_34333262,erythroid
13:37373168_37373677,endothelium
13:40608579_40609096,spinalCord
13:40741820_40742386,erythroid
13:41017788_41018335,cardiomyocyte
13:44501888_44502389,endothelium
13:60147182_60147733,spinalCord
13:6189425_6189974,somitic_mesoderm
13:64233822_64234489,spinalCord
13:73508813_73509314,endothelium
13:73836878_73837507,mesenchyme
14:101532094_101532605,cardiomyocyte
14:122399845_122400359,spinalCord
14:122836152_122836711,spinalCord
14:28653229_28653793,endothelium
14:36099620_36100584,gut
14:45438842_45439347,spinalCord
14:58782706_58783331,spinalCord
14:69185005_69185506,cardiomyocyte
14:71910878_71911435,spinalCord
14:76817096_76817701,somitic_mesoderm
15:100673713_100674261,endothelium
15:103177599_103178164,somitic_mesoderm
15:11160713_11161304,spinalCord
15:12217808_12218357,neural_crest
15:12749505_12750444,cardiomyocyte
15:17049164_17049666,spinalCord
15:28057466_28057987,erythroid
15:42226322_42226899,cardiomyocyte
15:59521930_59522506,forebrain
15:79695486_79696105,erythroid
15:91017154_91017659,spinalCord
15:95478533_95479072,spinalCord
15:95931219_95931774,gut
15:98116193_98116739,cardiomyocyte
16:13431389_13431987,mesenchyme
16:14447868_14448417,erythroid
16:29723038_29723539,somitic_mesoderm
16:29876136_29876664,somitic_mesoderm
16:31825998_31826537,spinalCord
16:34031493_34032090,erythroid
16:40709462_40710969,erythroid
16:43603740_43604333,forebrain
16:88599756_88600325,spinalCord
16:95935490_95936063,endothelium
17:10739957_10740498,endothelium
17:12426999_12427638,endothelium
17:14234671_14235486,gut
17:32949387_32949900,somitic_mesoderm
17:48417985_48418730,mesenchyme
17:56979456_56979957,spinalCord
17:6016298_6016800,endothelium
17:70488406_70489506,erythroid
17:70811777_70812290,forebrain
17:81010732_81011257,erythroid
17:83370544_83371120,erythroid
17:86323250_86323819,somitic_mesoderm
18:17530425_17530954,endothelium
18:22619674_22620229,gut
18:29299322_29299853,neural_crest
18:4403955_4404478,somitic_mesoderm
18:54404171_54404681,cardiomyocyte
18:61235965_61236560,somitic_mesoderm
18:64551055_64552013,mid_hindbrain
18:69044028_69044609,endothelium
18:81251746_81252326,mesenchyme
18:9778819_9779423,spinalCord
19:32726347_32727237,mid_hindbrain
19:3392268_3393001,erythroid
19:36207769_36208352,endothelium
19:37534888_37535449,endothelium
19:38232449_38232951,somitic_mesoderm
19:47432297_47432873,endothelium
19:48686351_48686862,spinalCord
19:53424480_53425003,endothelium
19:57146898_57147471,erythroid
2:101172654_101173283,somitic_mesoderm
2:105152995_105153566,mesenchyme
2:105367446_105368330,endothelium
2:128364855_128365634,endothelium
2:131513948_131514641,erythroid
2:136746994_136747567,cardiomyocyte
2:137706374_137706886,cardiomyocyte
2:139488636_139489145,neural_crest
2:142589336_142590022,neural_crest
2:144107802_144108305,cardiomyocyte
2:145990355_145990915,spinalCord
2:150222408_150222909,somitic_mesoderm
2:157058358_157059160,somitic_mesoderm
2:159234674_159235643,cardiomyocyte
2:160383190_160384104,spinalCord
2:161583978_161584487,endothelium
2:16450734_16451402,gut
2:28424081_28424638,spinalCord
2:29034466_29034967,forebrain
2:30838348_30838851,spinalCord
2:35428798_35429419,cardiomyocyte
2:35568442_35569033,mesenchyme
2:48414785_48415398,spinalCord
2:50834147_50834799,gut
2:50920900_50921496,somitic_mesoderm
2:57945597_57946100,cardiomyocyte
2:85172306_85172895,endothelium
3:103207736_103208357,gut
3:105846254_105846768,erythroid
3:110745880_110746671,spinalCord
3:121589014_121589623,mid_hindbrain
3:127130384_127130971,spinalCord
3:130484350_130484860,gut
3:137683352_137683956,spinalCord
3:142228850_142229391,somitic_mesoderm
3:149407242_149407772,somitic_mesoderm
3:150208710_150209255,somitic_mesoderm
3:152029329_152030077,somitic_mesoderm
3:152928507_152929054,endothelium
3:154252065_154252825,endothelium
3:28753067_28753743,erythroid
3:30105248_30106147,endothelium
3:40092698_40093272,forebrain
3:66325322_66325831,mid_hindbrain
3:79416939_79417489,forebrain
4:102574112_102574931,endothelium
4:107084690_107085269,forebrain
4:11633196_11633879,cardiomyocyte
4:119018495_119019044,mesenchyme
4:120583146_120583757,spinalCord
4:126251599_126252108,endothelium
4:129272290_129272814,spinalCord
4:134601238_134601739,endothelium
4:139166621_139168079,gut
4:31577476_31577997,gut
4:32430886_32431460,neural_crest
4:3993198_3994185,spinalCord
4:46406854_46407360,erythroid
4:48697242_48697782,mesenchyme
4:57560001_57560525,cardiomyocyte
4:58218034_58219038,endothelium
4:58518483_58519007,spinalCord
4:84347542_84348406,spinalCord
4:8713164_8713668,mesenchyme
4:98091205_98091766,endothelium
5:103401708_103402277,gut
5:107200821_107201324,endothelium
5:112385927_112386435,erythroid
5:113958958_113959510,forebrain
5:114571471_114571982,forebrain
5:119249245_119249778,mesenchyme
5:129155810_129156420,spinalCord
5:134970531_134971129,gut
5:135118465_135119169,mesenchyme
5:150850792_150851389,somitic_mesoderm
5:16182830_16183331,cardiomyocyte
5:21141136_21141687,erythroid
5:24609016_24609878,erythroid
5:32126856_32127487,somitic_mesoderm
5:33705119_33705757,somitic_mesoderm
5:36155039_36155584,somitic_mesoderm
5:74732463_74733505,cardiomyocyte
5:86851559_86852166,somitic_mesoderm
6:101001232_101001742,somitic_mesoderm
6:101473344_101473872,endothelium
6:113404505_113405066,somitic_mesoderm
6:119418912_119419458,neural_crest
6:121048513_121049016,gut
6:122654967_122655599,spinalCord
6:122745177_122745683,gut
6:136407393_136407949,somitic_mesoderm
6:146776404_146777081,spinalCord
6:14699938_14700445,gut
6:22416914_22417744,somitic_mesoderm
6:28618787_28619315,cardiomyocyte
6:28760595_28761127,gut
6:34187434_34187953,somitic_mesoderm
6:3462685_3463186,somitic_mesoderm
6:35254438_35254997,erythroid
6:38798353_38798941,gut
6:43272283_43273065,endothelium
6:63911067_63911587,neural_crest
6:70920961_70921951,forebrain
6:91345857_91346561,forebrain
6:92036308_92036908,endothelium
6:92241101_92241661,erythroid
6:93815474_93815989,neural_crest
6:94357601_94358122,erythroid
6:96750644_96751146,spinalCord
6:98243037_98243547,forebrain
7:101676754_101677567,spinalCord
7:109787775_109788284,cardiomyocyte
7:112276739_112277292,erythroid
7:112685168_112685767,endothelium
7:119271014_119271535,erythroid
7:127932559_127933124,somitic_mesoderm
7:130368502_130369451,forebrain
7:130887843_130888416,forebrain
7:131716149_131716974,neural_crest
7:137245639_137246151,spinalCord
7:139258036_139258625,erythroid
7:139530583_139531201,spinalCord
7:140057719_140058681,forebrain
7:142330270_142331064,cardiomyocyte
7:144815224_144815767,neural_crest
7:25707957_25708465,neural_crest
7:28148173_28148687,forebrain
7:44487214_44487719,cardiomyocyte
7:49333882_49335448,somitic_mesoderm
7:50536696_50537197,endothelium
7:6164402_6164903,neural_crest
7:63084287_63084843,forebrain
7:69950156_69950726,spinalCord
7:70780864_70781373,cardiomyocyte
7:76955016_76955649,spinalCord
7:79363257_79363768,endothelium
7:91784046_91784673,endothelium
8:108726340_108726946,forebrain
8:110382704_110383271,endothelium
8:115089676_115090224,endothelium
8:117322903_117323499,erythroid
8:122591965_122592480,somitic_mesoderm
8:127088308_127088809,somitic_mesoderm
8:26770271_26771078,spinalCord
8:27090842_27091357,somitic_mesoderm
8:48701601_48702126,endothelium
8:57095033_57095614,forebrain
8:57579705_57580206,somitic_mesoderm
8:8466371_8466953,somitic_mesoderm
8:88603963_88604544,gut
8:91765338_91766087,cardiomyocyte
8:92167388_92167914,endothelium
9:100095328_100096040,forebrain
9:100096822_100097458,spinalCord
9:100581833_100582396,forebrain
9:104837876_104838423,mid_hindbrain
9:107370638_107371203,somitic_mesoderm
9:11441094_11441660,somitic_mesoderm
9:114798781_114799301,somitic_mesoderm
9:16353153_16353860,spinalCord
9:16599061_16599599,somitic_mesoderm
9:40371256_40371931,spinalCord
9:45502228_45502990,cardiomyocyte
9:46215464_46216878,cardiomyocyte
9:50986625_50987136,gut
9:56494868_56495379,mid_hindbrain
9:66170231_66171188,spinalCord
9:66295670_66296171,mesenchyme
9:67639953_67640461,cardiomyocyte
9:71709215_71709718,erythroid
9:78208899_78209408,endothelium
9:87618238_87618783,mesenchyme
9:96980580_96981174,somitic_mesoderm
9:98727373_98727890,mesenchyme
X:150564551_150565129,erythroid
X:152307254_152307827,erythroid
X:158235438_158236032,mesenchyme
X:53166130_53166767,endothelium
X:60889769_60890466,neural_crest
X:77567821_77568439,mid_hindbrain
1:120466759_120467304,spinalCord
1:120654907_120655456,cardiomyocyte
1:136069778_136070297,spinalCord
1:136717813_136718314,mesenchyme
1:137194974_137195693,somitic_mesoderm
1:138767631_138768191,spinalCord
1:138909162_138909758,neural_crest
1:141717505_141718023,spinalCord
1:157387984_157388497,spinalCord
1:158386713_158387479,endothelium
1:158500919_158501737,spinalCord
1:170415967_170416780,spinalCord
1:178997809_178998392,spinalCord
1:179341451_179342001,spinalCord
1:186922643_186923225,spinalCord
1:189820880_189821385,spinalCord
1:191641378_191641923,neural_crest
1:192830419_192830987,somitic_mesoderm
1:25076001_25076605,spinalCord
1:38893412_38893937,spinalCord
1:45780736_45781266,spinalCord
1:59314953_59315555,spinalCord
1:63361880_63362394,spinalCord
1:85932275_85932854,spinalCord
1:88475310_88475925,spinalCord
1:90543890_90544604,spinalCord
1:95159787_95160290,spinalCord
10:10051999_10052505,spinalCord
10:108583569_108584137,cardiomyocyte
10:112876641_112877149,spinalCord
10:116382688_116383273,spinalCord
10:121882393_121882946,spinalCord
10:12540346_12540849,spinalCord
10:126814030_126814656,somitic_mesoderm
10:126834995_126835631,spinalCord
10:3978286_3978841,spinalCord
10:40809187_40809866,somitic_mesoderm
10:52273839_52274423,spinalCord
10:57822384_57822930,spinalCord
10:61543996_61544520,cardiomyocyte
10:84710726_84711333,spinalCord
10:93771858_93772406,cardiomyocyte
11:110586196_110586763,spinalCord
11:112862960_112863465,neural_crest
11:113785264_113786189,neural_crest
11:116810926_116812056,somitic_mesoderm
11:11923307_11924326,spinalCord
11:14183237_14183739,spinalCord
11:28685294_28685882,spinalCord
11:41826158_41826706,forebrain
11:48389657_48390230,spinalCord
11:56750601_56751111,erythroid
11:59263741_59264473,forebrain
11:67379537_67380247,cardiomyocyte
11:68050643_68051220,spinalCord
11:80770655_80771226,neural_crest
11:98298693_98299303,neural_crest
12:105016488_105017050,somitic_mesoderm
12:117106981_117107553,forebrain
12:12746961_12747472,somitic_mesoderm
12:24686266_24686848,spinalCord
12:32604337_32604874,forebrain
12:40569028_40569651,erythroid
12:41075775_41076311,spinalCord
12:49400877_49401691,forebrain
12:58804005_58804546,endothelium
12:69442219_69442836,erythroid
12:73094504_73095073,cardiomyocyte
12:79844952_79845489,mesenchyme
12:88605891_88606486,spinalCord
12:88910656_88911289,spinalCord
12:91582891_91583394,spinalCord
12:91929438_91930043,spinalCord
12:92109616_92110117,somitic_mesoderm
12:99319057_99319559,somitic_mesoderm
13:101235043_101235627,neural_crest
13:104497486_104498032,spinalCord
13:112462300_112463277,spinalCord
13:116706673_116707174,mid_hindbrain
13:12503226_12503775,somitic_mesoderm
13:15541943_15543371,somitic_mesoderm
13:18454955_18455566,spinalCord
13:28294604_28295537,forebrain
13:71148656_71149200,spinalCord
13:79393826_79394332,spinalCord
13:89737785_89738286,spinalCord
13:97311391_97311918,spinalCord
13:97829396_97830193,spinalCord
14:104911347_104912239,spinalCord
14:114587601_114588106,spinalCord
14:114836636_114837478,spinalCord
14:12102707_12103217,mesenchyme
14:122427552_122428123,spinalCord
14:123816634_123817162,endothelium
14:15693808_15694409,endothelium
14:16841592_16842256,spinalCord
14:22494783_22495328,spinalCord
14:28653189_28653833,endothelium
14:45757112_45758026,mid_hindbrain
14:46843097_46843693,spinalCord
14:59793727_59794252,spinalCord
14:60664586_60665580,somitic_mesoderm
14:62934391_62935239,spinalCord
14:67909108_67909629,spinalCord
14:71557694_71558272,somitic_mesoderm
14:73479590_73480091,spinalCord
14:9597357_9598044,spinalCord
14:97596607_97597120,spinalCord
15:101051766_101052294,spinalCord
15:103065545_103066137,endothelium
15:103519190_103519828,spinalCord
15:13292094_13292694,endothelium
15:23104569_23105232,spinalCord
15:24971836_24972679,spinalCord
15:27460727_27461229,spinalCord
15:42616617_42617186,spinalCord
15:55265398_55266190,cardiomyocyte
15:56027376_56027892,spinalCord
15:56729593_56730099,spinalCord
15:60568617_60569182,spinalCord
15:63768855_63769426,mesenchyme
15:79982093_79982596,spinalCord
15:82293171_82293781,mesenchyme
15:85464099_85464637,spinalCord
15:91017046_91017767,spinalCord
15:94574485_94575031,neural_crest
16:37963914_37964422,spinalCord
16:50469006_50469513,spinalCord
16:52262523_52263117,neural_crest
16:66602165_66603110,spinalCord
16:67344065_67344635,spinalCord
16:7146371_7146951,cardiomyocyte
16:89789789_89790737,endothelium
16:96371045_96371547,spinalCord
17:50853113_50853633,spinalCord
17:70811781_70812286,forebrain
17:75703788_75704392,spinalCord
17:79883204_79883817,spinalCord
17:83567029_83567632,spinalCord
17:87198025_87198675,cardiomyocyte
17:90995096_90996193,mid_hindbrain
17:93676449_93676952,spinalCord
18:15703428_15703980,somitic_mesoderm
18:20149242_20149800,spinalCord
18:24694098_24694971,spinalCord
18:24883842_24884423,spinalCord
18:35380491_35381222,spinalCord
18:54911272_54911832,gut
18:59351226_59351839,spinalCord
18:73410192_73410694,cardiomyocyte
18:78097083_78097617,endothelium
18:81210456_81211044,endothelium
18:81620246_81620764,spinalCord
19:10413582_10414108,erythroid
19:21166901_21167435,forebrain
19:24073070_24073594,spinalCord
19:28328681_28329279,somitic_mesoderm
19:30331736_30332333,spinalCord
19:42210991_42211943,somitic_mesoderm
19:50439526_50440027,forebrain
19:51751260_51751765,mid_hindbrain
19:57576763_57577286,cardiomyocyte
19:58266501_58267112,endothelium
2:102222895_102223396,cardiomyocyte
2:105336403_105337049,spinalCord
2:115723273_115723937,somitic_mesoderm
2:117217639_117218314,forebrain
2:12019533_12020145,spinalCord
2:131765367_131766112,spinalCord
2:134856460_134857417,neural_crest
2:138073958_138074515,endothelium
2:139528621_139529276,cardiomyocyte
2:140704018_140704825,somitic_mesoderm
2:140705172_140706035,spinalCord
2:142399225_142399915,somitic_mesoderm
2:146073238_146073791,spinalCord
2:152820237_152820857,spinalCord
2:154577308_154577826,neural_crest
2:158113454_158113993,gut
2:158215096_158215653,erythroid
2:160503829_160504336,spinalCord
2:160526320_160526894,somitic_mesoderm
2:160537285_160537993,cardiomyocyte
2:169297706_169298279,spinalCord
2:174917380_174918001,mid_hindbrain
2:24506497_24507081,spinalCord
2:27361681_27362243,mid_hindbrain
2:29843206_29844145,somitic_mesoderm
2:3134763_3135284,spinalCord
2:31609657_31610287,somitic_mesoderm
2:4260606_4261176,neural_crest
2:48628957_48629673,spinalCord
2:72909021_72909605,endothelium
2:76002760_76003374,spinalCord
2:91980302_91981292,somitic_mesoderm
2:9852619_9853335,gut
3:100981984_100982537,mid_hindbrain
3:102195687_102196196,spinalCord
3:10378486_10379062,spinalCord
3:11210956_11211797,spinalCord
3:11563796_11564302,spinalCord
3:119754462_119754970,spinalCord
3:138135903_138136513,mid_hindbrain
3:142301779_142302367,somitic_mesoderm
3:159469942_159470497,somitic_mesoderm
3:159856882_159857505,spinalCord
3:17489666_17490211,spinalCord
3:29755260_29755779,spinalCord
3:42830458_42831033,spinalCord
3:51916063_51916618,mid_hindbrain
3:85906684_85907250,spinalCord
4:120583819_120584324,spinalCord
4:129151177_129151787,forebrain
4:149403455_149403972,spinalCord
4:152916377_152917041,spinalCord
4:21687613_21688307,somitic_mesoderm
4:21722793_21723457,endothelium
4:41726769_41727274,spinalCord
4:46503085_46503586,spinalCord
4:6220463_6220965,spinalCord
4:6657141_6657671,somitic_mesoderm
4:71626537_71627107,spinalCord
4:75234554_75235080,gut
4:9060171_9060706,mid_hindbrain
5:101590255_101590824,spinalCord
5:102052905_102053416,somitic_mesoderm
5:106314092_106314597,somitic_mesoderm
5:124191525_124192054,spinalCord
5:127805534_127806035,endothelium
5:131640867_131641440,mid_hindbrain
5:139535390_139535982,neural_crest
5:146648454_146649113,neural_crest
5:147042490_147043038,somitic_mesoderm
5:17296641_17297149,spinalCord
5:17706958_17707554,spinalCord
5:18954048_18954551,spinalCord
5:29253835_29254394,mid_hindbrain
5:30241640_30242269,spinalCord
5:36228380_36229261,forebrain
5:38240816_38241317,neural_crest
5:64251441_64251961,erythroid
5:65836442_65837267,somitic_mesoderm
5:66042482_66043087,mid_hindbrain
5:69817098_69817601,spinalCord
5:72367503_72368134,spinalCord
5:82928681_82929301,spinalCord
5:85780939_85781472,spinalCord
5:8773774_8774292,spinalCord
5:93101238_93101790,forebrain
5:97299509_97300184,spinalCord
6:102421676_102422269,erythroid
6:111150461_111151508,spinalCord
6:118989934_118990552,somitic_mesoderm
6:121166055_121166587,neural_crest
6:13369922_13370488,mid_hindbrain
6:146979008_146979913,mesenchyme
6:22361867_22362431,endothelium
6:27950081_27950643,spinalCord
6:28819432_28819933,gut
6:28828561_28829075,spinalCord
6:32955180_32955693,spinalCord
6:52078454_52079353,somitic_mesoderm
6:66943487_66944013,mid_hindbrain
6:98049105_98049619,spinalCord
7:109849925_109850533,spinalCord
7:115866027_115866640,spinalCord
7:125211497_125212012,spinalCord
7:132640929_132641561,somitic_mesoderm
7:139904890_139905495,mid_hindbrain
7:140830659_140831263,spinalCord
7:141934418_141935030,mid_hindbrain
7:27756181_27756682,neural_crest
7:51869034_51869624,neural_crest
7:71112470_71113059,endothelium
7:75983065_75983648,spinalCord
7:77811922_77812509,spinalCord
8:10379057_10379563,endothelium
8:109312634_109313430,mid_hindbrain
8:11234789_11235290,spinalCord
8:116053371_116053940,spinalCord
8:116399466_116400054,spinalCord
8:117347512_117348028,spinalCord
8:23393920_23394866,spinalCord
8:32383498_32384006,spinalCord
8:36073163_36073675,spinalCord
8:57405158_57405705,spinalCord
8:58509014_58509555,spinalCord
8:63969921_63971036,spinalCord
8:78543550_78544112,spinalCord
8:78624920_78625537,endothelium
8:87300565_87301068,somitic_mesoderm
8:9661278_9661779,spinalCord
9:101472484_101473020,cardiomyocyte
9:102193210_102193730,spinalCord
9:103550876_103551438,spinalCord
9:108785262_108785779,spinalCord
9:112938605_112939270,forebrain
9:124267828_124268429,spinalCord
9:16517505_16518066,somitic_mesoderm
9:22755302_22755904,spinalCord
9:24293207_24293920,neural_crest
9:30240459_30241041,mid_hindbrain
9:32291597_32292127,endothelium
9:33233718_33234291,spinalCord
9:49922119_49922624,somitic_mesoderm
9:57829966_57830681,neural_crest
9:58850604_58851118,neural_crest
9:63965500_63966132,cardiomyocyte
9:65833562_65834164,somitic_mesoderm
9:68947687_68948290,spinalCord
9:77502542_77503075,spinalCord
9:79823381_79823970,neural_crest
9:79993054_79993563,somitic_mesoderm
9:89260797_89261298,forebrain
9:92839262_92839763,mesenchyme
X:11726522_11727045,spinalCord
X:141800695_141801393,spinalCord
X:43494884_43495621,spinalCord
X:52348647_52349237,endothelium
X:52753555_52754078,somitic_mesoderm
X:60657719_60658220,mid_hindbrain